Payment_ID,Invoice_ID,Payment_Date,Payment_Amount,Method
PAY-01343,INV-02214,2026-09-05,2786.94,PayPal
PAY-01344,INV-02217,2026-09-06,897.72,PayPal
PAY-01345,INV-02218,2026-09-07,3993.37,Bank Transfer
PAY-01346,INV-02219,2026-09-08,3342.87,PayPal
PAY-01347,INV-02221,2026-09-09,2299.97,Bank Transfer
PAY-01348,INV-02222,2026-09-10,1320.71,Credit Card
PAY-01349,INV-02223,2026-09-11,2572.28,Credit Card
PAY-01350,INV-02224,2026-09-12,1926.3,Credit Card
PAY-01351,INV-02225,2026-09-13,3263.64,Bank Transfer
PAY-01352,INV-02226,2026-09-14,2623.47,Credit Card
PAY-01353,INV-02228,2026-09-15,2820.86,Bank Transfer
PAY-01354,INV-02232,2026-09-16,3381.14,PayPal
PAY-01355,INV-02233,2026-09-17,3512.22,Bank Transfer
PAY-01356,INV-02234,2026-09-18,1512.78,Credit Card
PAY-01357,INV-02236,2026-09-19,3249.26,Credit Card
PAY-01358,INV-02237,2026-09-20,1303.32,PayPal
PAY-01359,INV-02238,2026-09-21,4868.21,Credit Card
PAY-01360,INV-02239,2026-09-22,1256.19,Bank Transfer
PAY-01361,INV-02240,2026-09-23,2485.2,Credit Card
PAY-01362,INV-02241,2026-09-24,859.75,PayPal
PAY-01363,INV-02243,2026-09-25,4816.58,Credit Card
PAY-01364,INV-02244,2026-09-26,1134.36,Credit Card
PAY-01365,INV-02246,2026-09-27,727.06,Bank Transfer
PAY-01366,INV-02247,2026-09-28,4440.72,Bank Transfer
PAY-01367,INV-02250,2026-09-29,2665.61,Bank Transfer
PAY-01368,INV-02251,2026-09-30,1414.15,Credit Card
PAY-01369,INV-02255,2026-10-01,2958.67,Bank Transfer
PAY-01370,INV-02256,2026-10-02,665.53,PayPal
PAY-01371,INV-02257,2026-10-03,4828.01,Credit Card
PAY-01372,INV-02259,2026-10-04,851.12,PayPal
PAY-01373,INV-02260,2026-10-05,3522.79,Bank Transfer
PAY-01374,INV-02261,2026-10-06,2968.22,PayPal
PAY-01375,INV-02263,2026-10-07,2741.25,Bank Transfer
PAY-01376,INV-02266,2026-10-08,4315.2,Bank Transfer
PAY-01377,INV-02267,2026-10-09,4094.54,Credit Card
PAY-01378,INV-02270,2026-10-10,792.47,PayPal
PAY-01379,INV-02271,2026-10-11,1884.75,Credit Card
PAY-01380,INV-02273,2026-10-12,1355.55,Credit Card
PAY-01381,INV-02274,2026-10-13,2021.84,Credit Card
PAY-01382,INV-02275,2026-10-14,2289.72,Credit Card
PAY-01383,INV-02276,2026-10-15,2275.75,Bank Transfer
PAY-01384,INV-02278,2026-10-16,2703.69,PayPal
PAY-01385,INV-02279,2026-10-17,4257.31,Bank Transfer
PAY-01386,INV-02281,2026-10-18,4545.63,PayPal
PAY-01387,INV-02282,2026-10-19,1871.82,Credit Card
PAY-01388,INV-02283,2026-10-20,2662.89,PayPal
PAY-01389,INV-02284,2026-10-21,3682.3,Bank Transfer
PAY-01390,INV-02287,2026-10-22,3027.25,Credit Card
PAY-01391,INV-02288,2026-10-23,2784.74,Bank Transfer
PAY-01392,INV-02289,2026-10-24,4695.6,Credit Card
PAY-01393,INV-02290,2026-10-25,1420.45,Credit Card
PAY-01394,INV-02291,2026-10-26,2596.57,PayPal
PAY-01395,INV-02292,2026-10-27,4683.9,Bank Transfer
PAY-01396,INV-02293,2026-10-28,633.88,PayPal
PAY-01397,INV-02294,2026-10-29,2789.29,PayPal
PAY-01398,INV-02295,2026-10-30,4502.9,Credit Card
PAY-01399,INV-02296,2026-10-31,2410.49,Bank Transfer
PAY-01400,INV-02301,2026-11-01,2591.29,Credit Card
PAY-01401,INV-02302,2026-11-02,4354.05,PayPal
PAY-01402,INV-02303,2026-11-03,4133.2,Bank Transfer
PAY-01403,INV-02304,2026-11-04,734.81,PayPal
PAY-01404,INV-02305,2026-11-05,556.6,Credit Card
PAY-01405,INV-02313,2026-11-06,3184.04,Bank Transfer
PAY-01406,INV-02314,2026-11-07,2784.81,PayPal
PAY-01407,INV-02315,2026-11-08,761.34,Credit Card
PAY-01408,INV-02318,2026-11-09,3345.07,Bank Transfer
PAY-01409,INV-02319,2026-11-10,667.25,Bank Transfer
PAY-01410,INV-02322,2026-11-11,3241.76,PayPal
PAY-01411,INV-02323,2026-11-12,606.34,Bank Transfer
PAY-01412,INV-02324,2026-11-13,3286.17,Bank Transfer
PAY-01413,INV-02326,2026-11-14,3948.67,PayPal
PAY-01414,INV-02328,2026-11-15,798.33,Credit Card
PAY-01415,INV-02329,2026-11-16,4724.77,PayPal
PAY-01416,INV-02330,2026-11-17,4656.88,PayPal
PAY-01417,INV-02331,2026-11-18,2890.89,PayPal
PAY-01418,INV-02332,2026-11-19,1431.36,Credit Card
PAY-01419,INV-02333,2026-11-20,4960.42,PayPal
PAY-01420,INV-02335,2026-11-21,1102.33,Credit Card
PAY-01421,INV-02336,2026-11-22,2915.93,PayPal
PAY-01422,INV-02337,2026-11-23,3220.81,Credit Card
PAY-01423,INV-02340,2026-11-24,3385.39,PayPal
PAY-01424,INV-02341,2026-11-25,4013.96,Credit Card
PAY-01425,INV-02343,2026-11-26,4309.82,Bank Transfer
PAY-01426,INV-02344,2026-11-27,3488.46,Credit Card
PAY-01427,INV-02347,2026-11-28,2989.31,PayPal
PAY-01428,INV-02349,2026-11-29,3648.27,PayPal
PAY-01429,INV-02350,2026-11-30,2739.42,Credit Card
PAY-01430,INV-02351,2026-12-01,2284.74,PayPal
PAY-01431,INV-02352,2026-12-02,1723.08,Credit Card
PAY-01432,INV-02353,2026-12-03,1528.63,PayPal
PAY-01433,INV-02354,2026-12-04,4238.57,Credit Card
PAY-01434,INV-02355,2026-12-05,1849.96,PayPal
PAY-01435,INV-02356,2026-12-06,2417.28,PayPal
PAY-01436,INV-02357,2026-12-07,1491.61,Credit Card
PAY-01437,INV-02358,2026-12-08,1597.07,Bank Transfer
PAY-01438,INV-02360,2026-12-09,3798.8,Credit Card
PAY-01439,INV-02361,2026-12-10,1992.92,PayPal
PAY-01440,INV-02362,2026-12-11,4595.55,PayPal
PAY-01441,INV-02364,2026-12-12,4398.41,PayPal
PAY-01442,INV-02365,2026-12-13,2353.54,Credit Card
PAY-01443,INV-02367,2026-12-14,4148.91,PayPal
PAY-01444,INV-02368,2026-12-15,1155.57,Bank Transfer
PAY-01445,INV-02369,2026-12-16,3864.41,Credit Card
PAY-01446,INV-02372,2026-12-17,3077.5,PayPal
PAY-01447,INV-02373,2026-12-18,2630.87,PayPal
PAY-01448,INV-02374,2026-12-19,2180.56,PayPal
PAY-01449,INV-02375,2026-12-20,4036.52,Bank Transfer
PAY-01450,INV-02376,2026-12-21,604.46,PayPal
PAY-01451,INV-02378,2026-12-22,4544.97,Bank Transfer
PAY-01452,INV-02380,2026-12-23,4090.82,PayPal
PAY-01453,INV-02381,2026-12-24,3731.61,Bank Transfer
PAY-01454,INV-02382,2026-12-25,3973.14,Credit Card
PAY-01455,INV-02384,2026-12-26,1362.14,Credit Card
PAY-01456,INV-02385,2026-12-27,4867.41,Credit Card
PAY-01457,INV-02389,2026-12-28,2689.39,Credit Card
PAY-01458,INV-02391,2026-12-29,923.76,Credit Card
PAY-01459,INV-02392,2026-12-30,3007.52,PayPal
PAY-01460,INV-02393,2026-12-31,4210.86,Bank Transfer
PAY-01461,INV-02394,2027-01-01,2419.27,Bank Transfer
PAY-01462,INV-02395,2027-01-02,1746.86,Bank Transfer
PAY-01463,INV-02399,2027-01-03,2509.34,Credit Card
PAY-01464,INV-02401,2027-01-04,3486.29,PayPal
PAY-01465,INV-02404,2027-01-05,3556.24,Bank Transfer
PAY-01466,INV-02406,2027-01-06,2482.81,Credit Card
PAY-01467,INV-02407,2027-01-07,2671.41,Bank Transfer
PAY-01468,INV-02408,2027-01-08,4658.23,Credit Card
PAY-01469,INV-02409,2027-01-09,2457.04,PayPal
PAY-01470,INV-02411,2027-01-10,3322.44,Credit Card
PAY-01471,INV-02412,2027-01-11,3628.82,PayPal
PAY-01472,INV-02413,2027-01-12,4534.22,Credit Card
PAY-01473,INV-02414,2027-01-13,3271.67,Bank Transfer
PAY-01474,INV-02416,2027-01-14,2598.05,Credit Card
PAY-01475,INV-02417,2027-01-15,2214.43,Credit Card
PAY-01476,INV-02420,2027-01-16,3106.72,Bank Transfer
PAY-01477,INV-02424,2027-01-17,4973.91,PayPal
PAY-01478,INV-02425,2027-01-18,2714.03,Credit Card
PAY-01479,INV-02426,2027-01-19,1185.86,Credit Card
PAY-01480,INV-02428,2027-01-20,811.36,Credit Card
PAY-01481,INV-02430,2027-01-21,852.75,Credit Card
PAY-01482,INV-02432,2027-01-22,4434.03,PayPal
PAY-01483,INV-02434,2027-01-23,4309.08,PayPal
PAY-01484,INV-02435,2027-01-24,3492.98,Credit Card
PAY-01485,INV-02438,2027-01-25,2404.44,PayPal
PAY-01486,INV-02440,2027-01-26,4952.86,Bank Transfer
PAY-01487,INV-02441,2027-01-27,4032.0,PayPal
PAY-01488,INV-02442,2027-01-28,3137.1,Bank Transfer
PAY-01489,INV-02443,2027-01-29,2591.17,Bank Transfer
PAY-01490,INV-02444,2027-01-30,2743.82,PayPal
PAY-01491,INV-02445,2027-01-31,4071.51,Bank Transfer
PAY-01492,INV-02446,2027-02-01,4478.27,Credit Card
PAY-01493,INV-02448,2027-02-02,4172.79,PayPal
PAY-01494,INV-02449,2027-02-03,2714.71,Bank Transfer
PAY-01495,INV-02450,2027-02-04,670.76,Bank Transfer
PAY-01496,INV-02451,2027-02-05,2085.6,PayPal
PAY-01497,INV-02453,2027-02-06,671.74,Bank Transfer
PAY-01498,INV-02455,2027-02-07,3854.96,Credit Card
PAY-01499,INV-02456,2027-02-08,3779.78,Credit Card
PAY-01500,INV-02458,2027-02-09,4208.89,Credit Card
PAY-01501,INV-02459,2027-02-10,1227.85,Credit Card
PAY-01502,INV-02460,2027-02-11,2484.56,Bank Transfer
PAY-01503,INV-02462,2027-02-12,1215.74,Bank Transfer
PAY-01504,INV-02464,2027-02-13,3831.18,Bank Transfer
PAY-01505,INV-02465,2027-02-14,870.4,Credit Card
PAY-01506,INV-02467,2027-02-15,1083.06,Credit Card
PAY-01507,INV-02468,2027-02-16,4580.4,Credit Card
PAY-01508,INV-02469,2027-02-17,2738.85,Credit Card
PAY-01509,INV-02472,2027-02-18,2988.55,Bank Transfer
PAY-01510,INV-02473,2027-02-19,3646.22,PayPal
PAY-01511,INV-02478,2027-02-20,4571.93,PayPal
PAY-01512,INV-02479,2027-02-21,1860.52,Credit Card
PAY-01513,INV-02480,2027-02-22,731.11,PayPal
PAY-01514,INV-02481,2027-02-23,4320.42,Bank Transfer
PAY-01515,INV-02483,2027-02-24,4634.9,Credit Card
PAY-01516,INV-02484,2027-02-25,3245.81,PayPal
PAY-01517,INV-02485,2027-02-26,964.27,Credit Card
PAY-01518,INV-02487,2027-02-27,4664.26,PayPal
PAY-01519,INV-02488,2027-02-28,3676.54,PayPal
PAY-01520,INV-02491,2027-03-01,1120.26,Bank Transfer
PAY-01521,INV-02492,2027-03-02,2160.22,Credit Card
PAY-01522,INV-02494,2027-03-03,4723.83,Bank Transfer
PAY-01523,INV-02495,2027-03-04,3338.35,Credit Card
PAY-01524,INV-02496,2027-03-05,1484.58,PayPal
PAY-01525,INV-02498,2027-03-06,1899.91,Credit Card
PAY-01526,INV-02500,2027-03-07,4081.6,Credit Card
PAY-01527,INV-02501,2027-03-08,1854.97,Bank Transfer
PAY-01528,INV-02502,2027-03-09,2300.41,PayPal
PAY-01529,INV-02503,2027-03-10,2454.14,PayPal
PAY-01530,INV-02505,2027-03-11,790.41,PayPal
PAY-01531,INV-02506,2027-03-12,532.43,Credit Card
PAY-01532,INV-02507,2027-03-13,3878.45,Bank Transfer
PAY-01533,INV-02508,2027-03-14,4540.54,Bank Transfer
PAY-01534,INV-02509,2027-03-15,4751.33,Bank Transfer
PAY-01535,INV-02510,2027-03-16,988.32,PayPal
PAY-01536,INV-02512,2027-03-17,2676.42,Bank Transfer
PAY-01537,INV-02513,2027-03-18,3481.1,Bank Transfer
PAY-01538,INV-02514,2027-03-19,3638.73,Credit Card
PAY-01539,INV-02515,2027-03-20,3829.78,Credit Card
PAY-01540,INV-02517,2027-03-21,2484.4,Credit Card
PAY-01541,INV-02518,2027-03-22,4501.2,Credit Card
PAY-01542,INV-02520,2027-03-23,1218.03,Credit Card
PAY-01543,INV-02521,2027-03-24,3517.67,Bank Transfer
PAY-01544,INV-02522,2027-03-25,3643.13,Credit Card
PAY-01545,INV-02523,2027-03-26,819.87,PayPal
PAY-01546,INV-02525,2027-03-27,4528.19,Bank Transfer
PAY-01547,INV-02527,2027-03-28,4740.37,Credit Card
PAY-01548,INV-02528,2027-03-29,2919.44,Bank Transfer
PAY-01549,INV-02529,2027-03-30,1762.89,Credit Card
PAY-01550,INV-02531,2027-03-31,1050.35,Credit Card
PAY-01551,INV-02532,2027-04-01,4714.79,Credit Card
PAY-01552,INV-02533,2027-04-02,4154.05,Bank Transfer
PAY-01553,INV-02535,2027-04-03,4920.8,PayPal
PAY-01554,INV-02536,2027-04-04,2867.62,Credit Card
PAY-01555,INV-02537,2027-04-05,502.63,Credit Card
PAY-01556,INV-02538,2027-04-06,1035.09,Credit Card
PAY-01557,INV-02541,2027-04-07,4063.43,PayPal
PAY-01558,INV-02542,2027-04-08,1902.5,PayPal
PAY-01559,INV-02543,2027-04-09,3217.18,Bank Transfer
PAY-01560,INV-02544,2027-04-10,1544.77,Credit Card
PAY-01561,INV-02545,2027-04-11,3992.65,Credit Card
PAY-01562,INV-02546,2027-04-12,3372.79,PayPal
PAY-01563,INV-02547,2027-04-13,4304.08,Bank Transfer
PAY-01564,INV-02548,2027-04-14,929.59,Credit Card
PAY-01565,INV-02549,2027-04-15,528.12,PayPal
PAY-01566,INV-02550,2027-04-16,4385.16,Bank Transfer
PAY-01567,INV-02555,2027-04-17,3914.29,Bank Transfer
PAY-01568,INV-02557,2027-04-18,4203.18,Bank Transfer
PAY-01569,INV-02558,2027-04-19,2556.38,Bank Transfer
PAY-01570,INV-02560,2027-04-20,1579.28,Bank Transfer
PAY-01571,INV-02561,2027-04-21,2084.6,Credit Card
PAY-01572,INV-02562,2027-04-22,4165.49,PayPal
PAY-01573,INV-02563,2027-04-23,680.25,Credit Card
PAY-01574,INV-02564,2027-04-24,3509.81,Credit Card
PAY-01575,INV-02565,2027-04-25,2104.1,PayPal
PAY-01576,INV-02566,2027-04-26,2844.46,Bank Transfer
PAY-01577,INV-02567,2027-04-27,4948.06,PayPal
PAY-01578,INV-02570,2027-04-28,3330.01,Credit Card
PAY-01579,INV-02575,2027-04-29,4932.12,Bank Transfer
PAY-01580,INV-02578,2027-04-30,2487.16,Bank Transfer
PAY-01581,INV-02580,2027-05-01,948.7,Credit Card
PAY-01582,INV-02583,2027-05-02,862.32,Credit Card
PAY-01583,INV-02584,2027-05-03,4274.98,Credit Card
PAY-01584,INV-02585,2027-05-04,1774.76,PayPal
PAY-01585,INV-02587,2027-05-05,887.29,PayPal
PAY-01586,INV-02589,2027-05-06,2418.07,PayPal
PAY-01587,INV-02590,2027-05-07,3916.79,Credit Card
PAY-01588,INV-02591,2027-05-08,3951.57,PayPal
PAY-01589,INV-02592,2027-05-09,2318.44,Bank Transfer
PAY-01590,INV-02596,2027-05-10,4229.62,PayPal
PAY-01591,INV-02598,2027-05-11,3790.38,Bank Transfer
PAY-01592,INV-02600,2027-05-12,4824.51,Credit Card
PAY-01593,INV-02601,2027-05-13,2205.8,Bank Transfer
PAY-01594,INV-02605,2027-05-14,716.42,PayPal
PAY-01595,INV-02607,2027-05-15,1534.82,PayPal
PAY-01596,INV-02608,2027-05-16,4981.67,Bank Transfer
PAY-01597,INV-02609,2027-05-17,3314.29,Bank Transfer
PAY-01598,INV-02610,2027-05-18,4601.66,PayPal
PAY-01599,INV-02613,2027-05-19,4730.09,PayPal
PAY-01600,INV-02615,2027-05-20,4791.4,PayPal
PAY-01601,INV-02616,2027-05-21,4234.41,Bank Transfer
PAY-01602,INV-02617,2027-05-22,3655.16,Credit Card
PAY-01603,INV-02620,2027-05-23,1613.28,Credit Card
PAY-01604,INV-02623,2027-05-24,2096.2,Credit Card
PAY-01605,INV-02625,2027-05-25,3211.63,Credit Card
PAY-01606,INV-02628,2027-05-26,2809.33,Bank Transfer
PAY-01607,INV-02629,2027-05-27,3946.45,Credit Card
PAY-01608,INV-02630,2027-05-28,2798.04,Credit Card
PAY-01609,INV-02634,2027-05-29,3540.88,Bank Transfer
PAY-01610,INV-02636,2027-05-30,3869.15,Credit Card
PAY-01611,INV-02637,2027-05-31,4786.59,Bank Transfer
PAY-01612,INV-02638,2027-06-01,3158.81,Bank Transfer
PAY-01613,INV-02640,2027-06-02,1644.38,Bank Transfer
PAY-01614,INV-02641,2027-06-03,3788.74,PayPal
PAY-01615,INV-02642,2027-06-04,3675.45,Bank Transfer
PAY-01616,INV-02643,2027-06-05,4320.25,Bank Transfer
PAY-01617,INV-02645,2027-06-06,4233.35,PayPal
PAY-01618,INV-02646,2027-06-07,3468.38,Bank Transfer
PAY-01619,INV-02647,2027-06-08,1220.73,Credit Card
PAY-01620,INV-02648,2027-06-09,725.18,PayPal
PAY-01621,INV-02650,2027-06-10,3531.64,Bank Transfer
PAY-01622,INV-02652,2027-06-11,2370.29,PayPal
PAY-01623,INV-02653,2027-06-12,4495.79,PayPal
PAY-01624,INV-02655,2027-06-13,3910.09,Credit Card
PAY-01625,INV-02657,2027-06-14,794.36,Bank Transfer
PAY-01626,INV-02658,2027-06-15,2502.4,Credit Card
PAY-01627,INV-02661,2027-06-16,729.08,Credit Card
PAY-01628,INV-02662,2027-06-17,4151.85,Bank Transfer
PAY-01629,INV-02663,2027-06-18,2334.16,Credit Card
PAY-01630,INV-02664,2027-06-19,4320.93,Credit Card
PAY-01631,INV-02665,2027-06-20,1155.42,Credit Card
PAY-01632,INV-02668,2027-06-21,4577.01,PayPal
PAY-01633,INV-02669,2027-06-22,2257.57,PayPal
PAY-01634,INV-02673,2027-06-23,4502.72,Bank Transfer
PAY-01635,INV-02677,2027-06-24,620.99,Credit Card
PAY-01636,INV-02678,2027-06-25,4371.04,Bank Transfer
PAY-01637,INV-02679,2027-06-26,1292.29,Credit Card
PAY-01638,INV-02680,2027-06-27,4068.72,Bank Transfer
PAY-01639,INV-02682,2027-06-28,3076.5,Bank Transfer
PAY-01640,INV-02684,2027-06-29,3264.0,Credit Card
PAY-01641,INV-02685,2027-06-30,2667.62,Bank Transfer
PAY-01642,INV-02687,2027-07-01,1065.8,Credit Card
PAY-01643,INV-02688,2027-07-02,1105.93,Credit Card
PAY-01644,INV-02689,2027-07-03,2278.25,Bank Transfer
PAY-01645,INV-02690,2027-07-04,2062.19,Bank Transfer
PAY-01646,INV-02691,2027-07-05,3596.65,Bank Transfer
PAY-01647,INV-02692,2027-07-06,4278.67,Credit Card
PAY-01648,INV-02693,2027-07-07,4005.72,Bank Transfer
PAY-01649,INV-02695,2027-07-08,4118.38,PayPal
PAY-01650,INV-02696,2027-07-09,1367.67,Credit Card
PAY-01651,INV-02697,2027-07-10,1106.34,Credit Card
PAY-01652,INV-02698,2027-07-11,1480.71,Credit Card
PAY-01653,INV-02700,2027-07-12,1497.62,Bank Transfer
PAY-01654,INV-02702,2027-07-13,952.41,PayPal
PAY-01655,INV-02703,2027-07-14,3701.34,Credit Card
PAY-01656,INV-02704,2027-07-15,4001.36,Bank Transfer
PAY-01657,INV-02706,2027-07-16,513.85,Bank Transfer
PAY-01658,INV-02707,2027-07-17,3992.66,Bank Transfer
PAY-01659,INV-02708,2027-07-18,3496.1,Credit Card
PAY-01660,INV-02709,2027-07-19,2805.58,PayPal
PAY-01661,INV-02711,2027-07-20,4394.68,Credit Card
PAY-01662,INV-02715,2027-07-21,2426.23,Bank Transfer
PAY-01663,INV-02716,2027-07-22,4264.67,Bank Transfer
PAY-01664,INV-02717,2027-07-23,3603.09,Bank Transfer
PAY-01665,INV-02718,2027-07-24,4999.58,Bank Transfer
PAY-01666,INV-02719,2027-07-25,3540.34,Bank Transfer
PAY-01667,INV-02722,2027-07-26,3351.78,Credit Card
PAY-01668,INV-02723,2027-07-27,3187.68,Credit Card
PAY-01669,INV-02724,2027-07-28,4237.16,Bank Transfer
PAY-01670,INV-02725,2027-07-29,4513.77,Credit Card
PAY-01671,INV-02726,2027-07-30,2078.26,PayPal
PAY-01672,INV-02730,2027-07-31,2272.8,Credit Card
PAY-01673,INV-02731,2027-08-01,3765.98,Bank Transfer
PAY-01674,INV-02733,2027-08-02,1666.26,Bank Transfer
PAY-01675,INV-02734,2027-08-03,698.16,Bank Transfer
PAY-01676,INV-02736,2027-08-04,1005.34,PayPal
PAY-01677,INV-02737,2027-08-05,4728.85,Bank Transfer
PAY-01678,INV-02740,2027-08-06,4589.69,PayPal
PAY-01679,INV-02741,2027-08-07,2971.86,PayPal
PAY-01680,INV-02744,2027-08-08,1735.15,PayPal
PAY-01681,INV-02746,2027-08-09,4512.9,PayPal
PAY-01682,INV-02747,2027-08-10,3905.77,Credit Card
PAY-01683,INV-02748,2027-08-11,3013.52,Credit Card
PAY-01684,INV-02750,2027-08-12,3147.59,Bank Transfer
PAY-01685,INV-02753,2027-08-13,761.04,Bank Transfer
PAY-01686,INV-02754,2027-08-14,4742.74,Credit Card
PAY-01687,INV-02755,2027-08-15,4617.7,Credit Card
PAY-01688,INV-02756,2027-08-16,624.2,PayPal
PAY-01689,INV-02758,2027-08-17,4437.64,Bank Transfer
PAY-01690,INV-02762,2027-08-18,1020.07,PayPal
PAY-01691,INV-02763,2027-08-19,3072.94,PayPal
PAY-01692,INV-02764,2027-08-20,1078.0,PayPal
PAY-01693,INV-02765,2027-08-21,2143.82,Bank Transfer
PAY-01694,INV-02766,2027-08-22,3907.76,Bank Transfer
PAY-01695,INV-02767,2027-08-23,3110.22,PayPal
PAY-01696,INV-02768,2027-08-24,4145.7,Bank Transfer
PAY-01697,INV-02770,2027-08-25,3732.47,Bank Transfer
PAY-01698,INV-02771,2027-08-26,4943.86,PayPal
PAY-01699,INV-02773,2027-08-27,3284.4,Credit Card
PAY-01700,INV-02774,2027-08-28,3890.96,PayPal
PAY-01701,INV-02775,2027-08-29,4539.39,Credit Card
PAY-01702,INV-02776,2027-08-30,4969.41,Bank Transfer
PAY-01703,INV-02779,2027-08-31,1505.89,Credit Card
PAY-01704,INV-02781,2027-09-01,1854.16,PayPal
PAY-01705,INV-02782,2027-09-02,2006.93,PayPal
PAY-01706,INV-02784,2027-09-03,4539.51,Bank Transfer
PAY-01707,INV-02787,2027-09-04,3533.16,PayPal
PAY-01708,INV-02788,2027-09-05,4990.6,PayPal
PAY-01709,INV-02791,2027-09-06,2156.86,PayPal
PAY-01710,INV-02792,2027-09-07,2306.16,Bank Transfer
PAY-01711,INV-02793,2027-09-08,4972.67,Bank Transfer
PAY-01712,INV-02794,2027-09-09,3080.62,Bank Transfer
PAY-01713,INV-02795,2027-09-10,4031.79,PayPal
PAY-01714,INV-02797,2027-09-11,4855.9,Bank Transfer
PAY-01715,INV-02798,2027-09-12,2399.33,Credit Card
PAY-01716,INV-02800,2027-09-13,502.21,Bank Transfer
PAY-01717,INV-02801,2027-09-14,2366.29,Bank Transfer
PAY-01718,INV-02802,2027-09-15,1730.3,PayPal
PAY-01719,INV-02803,2027-09-16,4789.27,Bank Transfer
PAY-01720,INV-02804,2027-09-17,2696.03,Bank Transfer
PAY-01721,INV-02806,2027-09-18,4092.43,PayPal
PAY-01722,INV-02807,2027-09-19,936.02,Bank Transfer
PAY-01723,INV-02810,2027-09-20,3139.87,PayPal
PAY-01724,INV-02811,2027-09-21,1932.62,PayPal
PAY-01725,INV-02812,2027-09-22,4796.19,Bank Transfer
PAY-01726,INV-02814,2027-09-23,4438.54,Bank Transfer
PAY-01727,INV-02815,2027-09-24,1391.61,PayPal
PAY-01728,INV-02816,2027-09-25,2424.32,Credit Card
PAY-01729,INV-02818,2027-09-26,4041.68,Credit Card
PAY-01730,INV-02819,2027-09-27,1046.47,Bank Transfer
PAY-01731,INV-02821,2027-09-28,665.26,Credit Card
PAY-01732,INV-02823,2027-09-29,3371.82,PayPal
PAY-01733,INV-02825,2027-09-30,4567.45,Bank Transfer
PAY-01734,INV-02827,2027-10-01,1835.1,PayPal
PAY-01735,INV-02828,2027-10-02,4755.59,Bank Transfer
PAY-01736,INV-02830,2027-10-03,3368.05,Credit Card
PAY-01737,INV-02831,2027-10-04,3178.97,PayPal
PAY-01738,INV-02833,2027-10-05,1630.92,Credit Card
PAY-01739,INV-02834,2027-10-06,852.79,PayPal
PAY-01740,INV-02835,2027-10-07,2427.92,Bank Transfer
PAY-01741,INV-02837,2027-10-08,4995.26,Credit Card
PAY-01742,INV-02840,2027-10-09,2077.57,Credit Card
PAY-01743,INV-02843,2027-10-10,3022.72,Credit Card
PAY-01744,INV-02844,2027-10-11,4319.99,Credit Card
PAY-01745,INV-02845,2027-10-12,2661.65,Credit Card
PAY-01746,INV-02846,2027-10-13,531.01,Bank Transfer
PAY-01747,INV-02849,2027-10-14,4494.43,Credit Card
PAY-01748,INV-02850,2027-10-15,1516.78,PayPal
PAY-01749,INV-02851,2027-10-16,1705.56,PayPal
PAY-01750,INV-02852,2027-10-17,3246.97,Credit Card
PAY-01751,INV-02854,2027-10-18,4621.96,Credit Card
PAY-01752,INV-02855,2027-10-19,1619.05,PayPal
PAY-01753,INV-02856,2027-10-20,2674.54,Credit Card
PAY-01754,INV-02858,2027-10-21,4764.91,Bank Transfer
PAY-01755,INV-02861,2027-10-22,4679.76,Credit Card
PAY-01756,INV-02862,2027-10-23,4090.72,Credit Card
PAY-01757,INV-02865,2027-10-24,1719.68,Bank Transfer
PAY-01758,INV-02868,2027-10-25,782.46,PayPal
PAY-01759,INV-02869,2027-10-26,4648.06,Bank Transfer
PAY-01760,INV-02870,2027-10-27,4239.16,Credit Card
PAY-01761,INV-02871,2027-10-28,4058.98,Credit Card
PAY-01762,INV-02872,2027-10-29,611.37,Credit Card
PAY-01763,INV-02873,2027-10-30,4130.35,PayPal
PAY-01764,INV-02874,2027-10-31,4397.48,Bank Transfer
PAY-01765,INV-02875,2027-11-01,1840.89,Bank Transfer
PAY-01766,INV-02878,2027-11-02,3901.59,PayPal
PAY-01767,INV-02879,2027-11-03,4757.67,PayPal
PAY-01768,INV-02880,2027-11-04,3922.22,Bank Transfer
PAY-01769,INV-02881,2027-11-05,933.61,PayPal
PAY-01770,INV-02883,2027-11-06,1705.52,Credit Card
PAY-01771,INV-02884,2027-11-07,689.67,PayPal
PAY-01772,INV-02886,2027-11-08,4237.26,PayPal
PAY-01773,INV-02887,2027-11-09,2278.53,Credit Card
PAY-01774,INV-02888,2027-11-10,3447.92,Credit Card
PAY-01775,INV-02889,2027-11-11,4425.63,Credit Card
PAY-01776,INV-02890,2027-11-12,1329.5,Credit Card
PAY-01777,INV-02891,2027-11-13,502.61,PayPal
PAY-01778,INV-02893,2027-11-14,3716.4,PayPal
PAY-01779,INV-02895,2027-11-15,2593.64,PayPal
PAY-01780,INV-02896,2027-11-16,581.94,Bank Transfer
PAY-01781,INV-02899,2027-11-17,4545.6,Credit Card
PAY-01782,INV-02900,2027-11-18,4417.34,Credit Card
PAY-01783,INV-02901,2027-11-19,3337.31,Bank Transfer
PAY-01784,INV-02905,2027-11-20,3028.97,Credit Card
PAY-01785,INV-02907,2027-11-21,586.04,Bank Transfer
PAY-01786,INV-02908,2027-11-22,4064.65,PayPal
PAY-01787,INV-02910,2027-11-23,2005.32,PayPal
PAY-01788,INV-02911,2027-11-24,920.0,Credit Card
PAY-01789,INV-02915,2027-11-25,1339.27,PayPal
